BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	LIB_ID	COMP_ID	PLATFORM	RI	MASS	CAS	KEGG	                              Group   HMDB_ID	LT2_1	LT2_2	LT2_3	LT2_4	LT2_5	LT2_6	LT2_7	MYC_1	MYC_2	MYC_3	MYC_4	MYC_5	MYC_6	MYC_7	RAS_1	RAS_2	RAS_3	RAS_4	RAS_5	RAS_6	RAS_7	MYC.RAS_1	MYC.RAS_2	MYC.RAS_3	MYC.RAS_4	MYC.RAS_5	MYC.RAS_6	MYC.RAS_7	MYC.RAS_8	MYC.RAS_9
margarate (17:0)	Lipid	Long chain fatty acid	201	1121	LC/MS	5733	269.3	506-12-7;		HMDB02259	"1,025,420"	"1,175,643"	"1,253,219"	"1,019,225"	"1,567,187"	"1,336,114"	"1,407,809"	"866,962"	"1,199,506"	"1,113,510"	"922,066"	"1,298,739"	"532,007"	"810,547"	"1,089,001"	"968,900"	"990,467"	"1,074,547"	"870,635"	"915,214"	"820,486"	"1,590,781"	"1,104,551"	"1,433,621"	"1,367,326"	"1,402,198"	"1,783,500"	"1,516,363"	"1,371,806"	"1,413,574"
methionine	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	200	1302	LC/MS	1252	150.1	63-68-3;	C00073	HMDB00696	"2,459,524"	"2,350,086"	"2,640,562"	"2,640,517"	"4,519,387"	"3,446,995"	"3,321,701"	"5,488,407"	"6,229,548"	"5,092,495"	"5,902,245"	"4,223,319"	"6,561,803"	"7,597,378"	"1,667,206"	"2,710,954"	"2,159,002"	"2,749,300"	"2,818,459"	"3,426,921"	"2,803,988"	"4,944,748"	"5,291,688"	"2,954,555"	"7,874,915"	"4,057,929"	"5,048,604"	"4,299,245"	"3,300,570"	"4,121,467"
methylglutaroylcarnitine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	37060	LC/MS	1900	290.1			HMDB00552	"389,882"	"183,548"	"568,816"	"321,177"	"165,298"	"121,573"	"95,884"	"43,941"	"709,491"	"70,962"	"59,908"	"165,345"	"211,892"	"406,442"	"531,796"	"857,340"	"402,217"	"408,227"	"176,674"	"451,672"	"179,258"	"1,764,442"	"697,852"	"1,330,705"	"279,777"	"1,150,052"	"786,908"	"549,209"	"555,149"	"1,041,747"
methylphosphate	Nucleotide	Purine and pyrimidine metabolism	50	37070	GC/MS	1221	240.9	7023-27-0;			"814,053"	"506,419"	"921,866"	"847,652"	"843,388"	"798,459"	"751,470"	"534,086"	"600,147"	"656,698"	"589,269"	"742,147"	"504,732"	"686,683"	"637,801"	"546,683"	"646,345"	"685,299"	"465,398"	"627,272"	"682,169"	"733,893"	"637,400"	"882,265"	"722,082"	"1,042,450"	"790,772"	"538,631"	"508,993"	"826,997"
myo-inositol	Lipid	Inositol metabolism	50	19934	GC/MS	1924.9	217	87-89-8;	C00137	HMDB00211	"5,686,386"	"5,287,095"	"6,237,411"	"6,326,152"	"8,030,856"	"6,079,371"	"5,969,687"	"12,695,169"	"11,696,664"	"11,471,507"	"13,430,976"	"9,790,288"	"14,300,965"	"14,609,385"	"2,335,112"	"7,319,365"	"2,969,627"	"4,914,577"	"14,118,320"	"8,954,167"	"8,340,943"	"6,376,208"	"9,313,669"	"5,689,208"	"9,554,902"	"6,278,294"	"8,125,150"	"6,519,097"	"4,314,316"	"5,410,016"
myristate (14:0)	Lipid	Long chain fatty acid	201	1365	LC/MS	5439	227.3	544-63-8;	C06424	HMDB00806	"767,601"	"859,371"	"1,063,939"	"1,152,067"	"1,426,443"	"1,119,601"	"1,509,478"	"1,453,913"	"1,468,582"	"1,333,675"	"1,309,398"	"1,137,735"	"1,185,286"	"1,187,189"	"1,096,178"	"1,385,054"	"1,195,741"	"1,472,065"	"1,152,764"	"1,514,029"	"1,564,746"	"1,698,349"	"1,610,853"	"949,457"	"1,448,406"	"1,532,796"	"1,604,499"	"1,181,007"	"1,225,678"	"1,757,371"
myristoleate (14:1n5)	Lipid	Long chain fatty acid	201	32418	LC/MS	5338	225.3	544-64-9 ;	C08322	HMDB02000	"35,732"	"30,058"	"31,152"	"33,143"	"53,486"	"48,437"	"77,244"	"42,378"	"28,309"	"77,721"	"24,933"	"33,798"	"49,979"	"40,918"	"71,440"	"46,705"	"32,437"	"58,688"	"30,025"	"55,174"	"57,060"	"65,273"	"55,000"	"54,434"	"88,250"	"66,003"	"56,317"	"28,180"	"58,693"	"62,047"
N-acetylalanine	Amino acid	Alanine and aspartate metabolism	201	1585	LC/MS	882	130.1	97-69-8;	C02847	HMDB00766	"16,936"			"24,903"	"21,215"	"20,462"	"24,450"	"42,584"	"42,116"	"42,780"	"39,820"	"28,633"	"41,653"	"49,083"	"24,425"	"33,089"	"21,205"	"26,195"	"21,191"	"24,270"	"30,197"	"49,850"	"33,332"	"19,959"	"73,779"	"32,767"	"35,957"	"38,678"	"30,659"	"37,263"
N-acetylasparagine	Amino acid	Alanine and aspartate metabolism	200	33942	LC/MS	974	175.1	4033-40-3;		HMDB06028	"69,614"	"76,344"	"77,644"	"87,125"	"84,448"	"66,968"	"72,928"		"36,390"	"22,159"	"24,938"				"34,154"	"68,986"	"57,524"		"52,252"	"47,011"		"77,729"	"91,253"	"66,239"	"30,812"	"43,391"	"59,781"	"49,099"	"43,651"	"73,626"
N-acetylglucosamine 6-phosphate	Carbohydrate	Aminosugars metabolism	200	15107	LC/MS	780	302	102029-88-9;	C00357	HMDB02817	"17,122"	"23,441"	"19,643"	"30,614"	"41,567"			"116,278"	"60,668"	"160,445"	"180,786"	"169,068"	"45,868"	"80,757"	"141,178"	"69,120"	"95,704"	"187,317"	"146,721"	"154,084"	"344,085"		"41,550"	"45,268"	"189,865"	"125,398"	"46,585"	"59,023"	"95,565"	"66,017"
N-acetylglutamate	Amino acid	Glutamate metabolism	200	15720	LC/MS	1492	190.1	5817-08-3;	C00624	HMDB01138	"85,270"	"87,239"	"28,400"		"79,661"	"75,050"	"28,146"									"70,524"	"25,802"	"78,790"	"26,984"	"38,394"		"87,117"	"123,302"	"106,360"	"25,845"	"77,618"	"94,693"	"78,505"		"67,710"
N-acetylglutamine	Amino acid	Glutamate metabolism	200	33943	LC/MS	1204	189.1	2490-97-3;	C02716	HMDB06029	"454,206"	"379,489"	"356,538"	"429,298"	"263,623"	"261,417"	"217,992"		"46,976"						"34,388"	"67,273"	"89,159"	"27,633"	"97,925"	"145,913"	"38,110"	"361,584"	"329,680"	"402,541"		"241,554"	"298,223"	"139,965"	"45,713"	"115,191"
N-acetylglycine	Amino acid	"Glycine, serine and threonine metabolism"	50	27710	GC/MS	1396.4	143.9	543-24-8;		HMDB00532	"84,921"	"47,521"	"75,915"	"59,716"	"117,035"	"64,413"	"100,226"	"77,982"	"115,262"	"118,586"	"125,724"	"44,105"	"109,738"	"103,601"	"42,350"	"96,363"	"56,065"	"56,167"	"66,456"	"66,524"	"57,143"	"85,145"	"94,682"	"56,527"	"158,312"	"71,603"	"76,354"	"30,529"	"63,433"	"55,579"
N-acetylmethionine	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	201	1589	LC/MS	1805	190.1	65-82-7;	C02712	HMDB11745	"29,378"	"28,294"	"43,159"	"37,480"	"44,553"	"42,988"	"36,871"	"39,018"	"51,579"	"60,471"	"68,879"	"49,649"	"134,460"	"129,337"	"29,008"	"74,007"	"60,409"	"41,203"	"30,070"	"98,259"	"58,741"	"131,993"	"136,840"	"88,033"	"69,550"	"112,806"	"97,850"	"94,518"	"64,560"	"94,260"
N-acetylornithine	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	200	15630	LC/MS	875	175.2	6205-08-9;	C00437	HMDB03357	"189,808"	"132,269"	"116,106"	"101,339"	"69,747"	"51,132"	"63,594"	"62,929"	"57,872"	"118,755"	"97,539"	"167,484"	"89,654"	"63,640"	"55,236"	"93,831"	"129,744"	"188,594"	"250,341"	"179,424"	"162,517"	"105,891"	"83,652"	"138,231"	"105,014"	"119,917"	"183,535"	"185,749"	"77,766"	"139,620"
N-acetylserine	Amino acid	"Glycine, serine and threonine metabolism"	50	37076	GC/MS	1526	218	97-14-3;		HMDB02931		"57,206"	"40,377"	"34,041"		"50,512"		"108,191"	"103,548"	"122,907"	"128,663"	"113,142"	"101,785"	"107,380"	"210,456"	"122,642"	"160,565"	"148,485"	"105,268"	"125,746"	"189,494"	"152,040"	"105,039"	"63,795"	"138,433"	"102,174"	"84,293"	"117,892"	"82,549"	"122,594"
N-acetylthreonine	Amino acid	"Glycine, serine and threonine metabolism"	201	33939	LC/MS	846	160.1		C01118						"27,210"	"22,419"	"24,625"	"47,698"	"49,679"	"29,435"	"32,854"	"20,183"	"40,413"	"55,364"	"23,704"	"35,589"	"16,397"	"27,548"	"18,580"	"20,211"	"29,575"	"34,969"	"30,906"		"49,848"	"19,315"	"19,826"		"30,091"	"28,968"
n-Butyl Oleate	Lipid	"Fatty acid, ester"	50	36802	GC/MS	2045	265.3	142-77-8;			"262,344"	"314,476"	"314,146"	"403,878"	"387,871"	"324,560"	"257,392"	"291,343"	"264,403"	"192,039"	"250,943"	"271,756"	"323,384"	"275,355"	"193,068"			"252,079"	"197,467"	"240,139"	"219,095"	"298,908"	"455,694"	"295,286"	"266,386"	"261,059"	"349,264"	"198,286"	"239,108"	"234,043"
N-glycolylneuraminate	Xenobiotics	Food component/Plant	50	37123	GC/MS	2119	444.2	1113-83-3;	C03410	HMDB00833	"92,042"	"68,940"	"77,256"	"81,760"	"46,270"	"75,022"	"64,678"	"39,730"	"47,338"	"42,644"	"46,782"		"53,777"	"35,844"	"129,591"	"173,505"	"121,894"	"140,991"	"63,713"	"87,766"	"124,364"	"30,945"	"39,093"	"105,680"	"67,874"	"254,432"	"84,891"	"134,307"	"168,170"	"159,054"
N1-methyladenosine	Nucleotide	"Purine metabolism, adenine containing"	200	15650	LC/MS	1356	282.1	15763-06-1;	C02494	HMDB03331	"29,491"	"17,252"		"39,434"	"33,973"		"32,094"	"159,574"	"131,660"	"170,560"	"183,448"	"158,094"	"139,150"	"186,234"	"85,336"	"175,477"	"35,938"	"54,133"	"44,189"	"35,290"	"45,814"	"84,507"	"79,933"	"29,341"	"201,038"	"105,411"	"87,759"	"126,672"	"102,185"	"97,176"
N2-acetyllysine	Amino acid	Lysine metabolism	200	36751	LC/MS	853	189.1	1946-82-3;	C12989	HMDB00446	"149,518"	"145,016"	"105,136"	"131,637"	"74,411"	"77,712"	"63,000"	"33,974"	"24,079"	"33,472"	"67,830"	"50,775"	"31,264"	"40,298"		"53,848"	"30,044"	"74,571"	"53,997"	"28,666"	"26,731"	"47,542"	"62,793"	"51,986"	"39,876"	"72,964"	"75,708"	"71,647"	"17,755"	"53,496"
N6-acetyllysine	Amino acid	Lysine metabolism	200	36752	LC/MS	1134	189.1	692-04-6;	C02727	HMDB00206		"114,116"	"82,908"	"93,542"	"111,421"	"142,178"	"109,492"	"96,838"	"158,502"	"147,303"	"153,002"	"123,688"	"144,305"	"164,346"	"83,732"	"101,516"	"76,313"	"75,588"	"62,819"	"59,474"	"58,427"	"118,861"	"120,792"	"112,952"	"216,633"	"128,470"	"129,965"	"142,998"	"118,631"	"114,533"
nicotinamide	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	200	594	LC/MS	1267	123.1	98-92-0;	C00153	HMDB01406	"8,824,149"	"8,199,847"	"10,943,348"	"8,644,328"	"11,354,646"	"8,680,442"	"9,800,288"	"3,020,281"	"3,749,330"	"2,601,817"	"3,533,067"	"3,288,481"	"3,070,890"	"3,213,707"	"2,082,889"	"3,158,046"	"2,571,672"	"3,370,977"	"4,415,144"	"3,958,425"	"2,848,804"	"4,118,514"	"5,335,256"	"6,940,955"	"4,577,151"	"4,731,062"	"5,673,616"	"4,303,773"	"3,279,035"	"3,347,704"
nicotinamide adenine dinucleotide (NAD+)	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	200	5278	LC/MS	1370	664	53-84-9;	C00003	HMDB00902	"166,677"	"178,653"	"241,996"	"249,405"	"350,204"	"286,414"	"335,270"	"44,823"	"64,639"	"43,922"	"50,898"	"37,823"	"56,935"	"39,804"	"42,681"	"72,084"	"34,802"	"116,631"	"84,328"	"60,947"	"33,878"	"113,846"	"125,352"	"131,835"	"64,655"	"121,973"	"94,822"	"83,223"	"45,682"	"71,490"
nonadecanoate (19:0)	Lipid	Long chain fatty acid	201	1356	LC/MS	6073	297.3	646-30-0;	C16535	HMDB00772	"161,942"	"110,958"	"170,425"	"143,917"	"101,764"	"108,065"	"103,092"	"160,469"	"128,308"	"106,095"	"55,007"	"77,652"	"123,038"	"102,432"	"82,576"	"93,672"	"87,572"	"105,572"	"109,280"	"127,364"	"102,324"	"242,231"	"208,465"	"207,431"	"157,169"	"161,782"	"204,476"	"174,050"	"129,927"	"180,172"
oleate (18:1n9)	Lipid	Long chain fatty acid	201	1359	LC/MS	5660	281.3	112-80-1;	C00712	HMDB00207	"54,160,092"	"46,332,192"	"78,551,288"	"81,249,112"	"95,726,128"	"104,019,720"	"96,425,888"	"87,086,152"	"104,692,104"	"110,269,296"	"95,457,680"	"92,041,648"	"85,345,168"	"80,728,864"	"62,780,016"	"57,674,160"	"58,170,840"	"49,596,808"	"44,176,812"	"75,311,728"	"70,123,176"	"100,365,808"	"74,507,040"	"96,997,096"	"93,902,864"	"125,130,016"	"118,711,440"	"74,516,768"	"113,053,048"	"121,148,096"
oleoylcarnitine	Lipid	Carnitine metabolism	200	35160	LC/MS	5202	426.4			HMDB05065	"569,995"	"1,160,429"	"913,056"	"264,771"	"295,405"	"294,472"	"252,297"	"601,459"	"175,884"	"608,057"	"632,217"	"689,327"	"138,137"	"138,953"	"12,040,611"	"767,610"	"742,389"	"429,486"	"145,440"	"124,455"	"1,332,752"	"806,148"	"576,618"	"1,101,344"	"220,572"	"380,557"	"568,370"	"694,339"	"597,653"	"322,353"
ophthalmate	Amino acid	Glutathione metabolism	200	34592	LC/MS	1457	290.1	495-27-2;		HMDB05765	"1,276,457"	"715,553"	"916,369"	"468,166"	"466,394"	"433,153"	"358,739"							"34,146"	"1,829,307"	"1,200,888"	"6,711,071"	"498,472"	"224,613"	"2,343,775"	"2,732,918"	"10,974,802"	"2,992,855"	"1,817,290"		"2,039,366"	"3,800,725"	"3,323,955"	"2,605,431"	"4,906,026"
ornithine	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	50	1493	GC/MS	1763.8	141.9	3184-13-2;	C00077	HMDB03374	"5,832,547"	"4,827,961"	"4,057,289"	"3,208,854"	"5,969,537"	"5,941,433"	"5,904,848"	"6,013,720"	"7,774,536"	"6,127,560"	"6,825,914"	"4,593,457"	"4,489,244"	"6,015,059"	"3,955,177"	"8,070,345"	"4,861,012"	"4,786,607"	"4,797,840"	"3,896,063"	"5,066,928"	"7,656,966"	"5,730,164"	"6,321,162"	"10,634,108"	"6,771,528"	"7,356,659"	"7,365,327"	"5,202,999"	"6,098,156"
orotate	Nucleotide	"Pyrimidine metabolism, orotate containing"	50	1505	GC/MS	1709.6	254.1	50887-69-9;	C00295	HMDB00226	"47,916"	"30,625"			"28,290"	"22,517"	"17,079"	"33,860"	"28,839"		"28,956"		"45,571"	"26,188"	"64,956"	"61,122"	"106,626"	"96,650"	"40,172"	"87,543"	"80,949"	"90,758"	"72,796"	"96,183"	"92,414"		"91,769"	"75,099"	"59,580"	"91,627"
oxamate	Xenobiotics	Chemical	50	20706	GC/MS	1279.9	188	471-47-6;	C01444		"80,923"	"94,959"	"84,636"	"83,820"	"68,759"	"73,949"	"81,881"	"123,801"	"187,271"	"217,835"	"151,160"	"230,861"	"203,407"	"198,563"	"115,161"		"94,834"	"202,079"	"76,330"	"66,011"	"72,007"	"102,566"	"83,665"	"116,489"	"267,218"	"77,250"	"73,895"	"154,161"		"182,604"
p-cresol sulfate	Amino acid	Phenylalanine & tyrosine metabolism	201	36103	LC/MS	2896	187.1	3233-57-7;	C01468						"20,821"			"17,040"	"22,667"						"1,895,599"		"18,152"	"57,950"	"27,976"											
palmitate (16:0)	Lipid	Long chain fatty acid	201	1336	LC/MS	5619	255.3	57-10-3;	C00249	HMDB00220	"44,583,124"	"38,950,100"	"58,377,440"	"56,075,708"	"62,385,184"	"59,790,548"	"61,698,996"	"38,170,396"	"54,756,960"	"42,834,020"	"40,928,040"	"38,101,300"	"44,378,328"	"39,021,596"	"47,015,656"	"40,163,392"	"39,361,020"	"36,583,376"	"35,369,544"	"45,639,632"	"45,989,020"	"61,246,720"	"48,641,160"	"62,340,244"	"44,179,472"	"61,000,412"	"60,893,236"	"51,991,472"	"46,704,896"	"56,000,716"
palmitoleate (16:1n7)	Lipid	Long chain fatty acid	201	33447	LC/MS	5477	253.3	373-49-9;	C08362	HMDB03229	"4,871,264"	"3,752,225"	"10,798,141"	"10,021,759"	"13,599,217"	"13,947,258"	"15,306,727"	"8,554,609"	"11,768,310"	"7,814,057"	"9,231,856"	"6,824,771"	"9,122,164"	"9,268,621"	"4,166,431"	"4,410,282"	"4,803,562"	"4,590,454"	"4,367,117"	"6,808,524"	"5,924,088"	"9,767,873"	"7,338,878"	"8,178,760"	"5,473,012"	"15,085,530"	"9,102,992"	"4,737,700"	"7,860,195"	"10,961,443"
palmitoyl sphingomyelin	Lipid	Sphingolipid	50	37506	GC/MS	2524	311.3				"2,315,579"	"1,790,801"	"2,530,243"	"2,584,500"	"4,345,924"	"4,502,473"	"4,130,083"	"21,275,276"	"14,896,016"	"15,432,284"	"15,724,703"	"11,206,813"	"23,973,682"	"25,177,980"	"6,710,313"	"4,532,528"	"5,146,118"	"5,130,208"	"5,602,818"	"5,356,545"	"6,679,235"	"6,725,169"	"8,510,232"	"3,715,024"	"10,788,791"	"3,985,928"	"5,869,626"	"5,310,547"	"6,862,022"	"7,413,073"
palmitoylcarnitine	Lipid	Carnitine metabolism	200	22189	LC/MS	5179	400.4	6865-14-1;	C02990	HMDB00222	"136,646"	"337,278"	"164,775"	"253,076"	"210,518"	"110,362"		"1,030,919"	"310,479"	"1,474,736"	"1,611,394"	"1,737,762"	"849,759"	"831,455"	"18,526,048"	"2,181,137"	"2,382,164"	"1,520,135"	"759,183"	"294,134"	"2,832,457"	"403,587"	"347,382"	"281,963"	"878,350"	"169,242"	"199,650"	"258,729"	"1,617,911"	"598,832"
pantothenate	Cofactors and vitamins	Pantothenate and CoA metabolism	200	1508	LC/MS	2218	220.1	137-08-6;	C00864	HMDB00210	"311,474"	"338,883"	"310,604"	"322,079"	"552,847"	"441,719"	"409,261"	"670,009"	"514,819"	"421,307"	"664,303"	"614,118"	"565,968"	"573,409"	"824,422"	"648,407"	"277,825"	"399,547"	"657,950"	"367,074"	"305,951"	"506,413"	"322,516"	"336,539"	"622,219"	"334,276"	"493,949"	"454,825"	"606,541"	"644,501"
pentadecanoate (15:0)	Lipid	Long chain fatty acid	50	1361	GC/MS	1853.5	299.2	1002-84-2;	C16537	HMDB00826	"213,782"	"94,031"	"184,881"	"262,469"	"210,380"	"194,318"	"196,238"	"154,739"	"187,424"		"182,089"	"105,408"	"204,292"	"151,048"	"213,883"	"141,486"	"165,048"	"119,888"	"137,414"	"141,354"	"166,719"	"189,949"	"218,692"	"180,621"	"108,716"	"215,221"	"235,772"	"123,146"	"97,120"	"204,096"
phenol sulfate	Amino acid	Phenylalanine & tyrosine metabolism	201	32553	LC/MS	2199	173.1	937-34-8;	C02180				"29,038"	"57,629"	"75,776"	"32,951"	"26,287"	"27,883"	"20,065"		"19,999"				"1,152,409"	"501,735"	"77,529"	"83,947"	"83,716"	"53,145"	"16,829"				"60,790"				"26,930"	
phenylacetylglycine	Amino acid	Phenylalanine & tyrosine metabolism	201	33945	LC/MS	2377	192.1	500-98-1;	C05598	HMDB00821	"39,884"	"24,874"	"23,697"	"27,762"	"48,031"		"28,220"								"310,944"	"631,435"		"23,259"												
phenylalanine	Amino acid	Phenylalanine & tyrosine metabolism	200	64	LC/MS	2056	166.1	63-91-2;	C00079	HMDB00159	"19,125,156"	"17,167,420"	"18,114,588"	"16,440,865"	"26,400,640"	"19,016,848"	"20,022,848"	"26,062,884"	"33,863,144"	"28,460,250"	"32,305,358"	"26,861,484"	"30,550,238"	"33,167,206"	"14,139,641"	"20,333,410"	"15,539,873"	"18,989,440"	"17,631,526"	"21,310,628"	"17,926,254"	"26,887,418"	"27,873,162"	"19,978,708"	"41,813,132"	"24,965,248"	"26,837,814"	"23,735,538"	"19,823,838"	"22,085,692"
phosphate	Energy	Oxidative phosphorylation	50	11438	GC/MS	1307.7	298.9	7664-38-2 ;	C00009	HMDB01429	"501,547,616"	"464,577,664"	"510,551,648"	"503,916,896"	"491,074,112"	"487,658,112"	"493,675,840"	"433,459,328"	"404,857,344"	"458,964,448"	"447,128,448"	"409,968,992"	"458,096,864"	"484,792,352"	"327,238,784"	"454,415,168"	"348,192,640"	"439,876,768"	"387,934,912"	"386,078,176"	"360,568,192"	"458,027,744"	"411,056,352"	"492,570,976"	"456,985,632"	"483,780,608"	"495,423,040"	"462,843,456"	"363,278,144"	"447,435,392"
phosphoenolpyruvate (PEP)	Carbohydrate	"Glycolysis, gluconeogenesis, pyruvate metabolism"	50	597	GC/MS	1595.4	369	10526-80-4;	C00074	HMDB00263	"64,080"	"174,833"	"140,465"	"33,152"	"108,155"	"139,759"	"88,521"	"50,780"	"54,175"	"69,853"	"89,991"	"54,739"	"16,221"		"20,547"	"60,355"	"62,162"	"65,130"	"49,948"	"24,148"	"68,946"	"29,040"		"45,650"	"67,595"	"47,726"	"18,677"	"26,565"	"71,596"	"48,944"
phosphoethanolamine	Lipid	Glycerolipid metabolism	201	1600	LC/MS	644	140.1	1071-23-4;	C00346	HMDB00224	"29,022"	"30,529"	"28,876"	"32,865"	"34,709"	"42,362"	"43,120"	"298,717"	"311,706"	"67,601"	"165,733"	"61,107"	"466,969"	"394,431"	"71,888"	"138,421"	"79,821"	"37,913"	"66,411"	"56,023"	"113,045"	"168,096"	"198,634"	"52,101"	"140,917"	"43,269"	"42,940"	"37,304"	"71,792"	"133,075"
phosphoglycolate	Xenobiotics	Chemical	50	35874	GC/MS	1594	357	13147-57-4;	C00988	HMDB00816	"37,911"	"27,631"	"37,276"	"34,466"	"36,179"	"28,391"	"21,691"	"45,008"	"31,052"	"40,659"	"63,414"	"55,848"	"24,638"	"63,803"	"21,911"	"23,903"	"29,831"	"38,881"	"38,008"	"27,787"	"19,065"	"40,097"		"22,304"	"38,644"	"26,699"	"43,633"	"30,055"		"26,640"
pipecolate	Amino acid	Lysine metabolism	200	1444	LC/MS	1120	130.1	4043-87-2;	C00408	HMDB00070	"169,412"	"145,652"	"127,675"	"141,052"	"149,685"	"147,443"	"123,802"	"105,278"	"86,819"	"117,427"	"139,330"	"165,976"	"163,134"	"180,531"	"770,886"	"833,226"	"120,217"	"739,878"	"146,149"	"132,036"	"106,117"	"192,608"	"98,795"	"171,941"	"229,199"	"207,693"	"188,904"	"179,715"	"127,124"	"182,641"
pro-hydroxy-pro	Peptide	Dipeptide	200	35127	LC/MS	960	229.2	18684-24-7;		HMDB06695	"158,492"	"175,623"	"86,962"	"108,586"	"30,490"	"40,114"	"29,663"	"56,795"	"103,755"	"42,163"	"67,254"	"42,194"	"71,186"	"138,078"	"145,362"	"203,841"	"77,545"	"138,667"	"310,598"	"163,430"	"293,827"	"97,837"	"169,573"	"100,588"	"69,298"	"114,581"	"87,811"	"62,072"	"118,056"	"93,801"
proline	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	200	1898	LC/MS	796	116.1	147-85-3;	C00148	HMDB00162	"4,280,727"	"3,855,971"	"3,263,476"	"3,758,690"	"3,866,845"	"3,608,386"	"3,456,548"	"6,714,080"	"7,711,741"	"6,320,339"	"7,156,509"	"5,960,351"	"8,078,531"	"9,033,636"	"2,630,066"	"4,620,711"	"3,559,852"	"3,155,499"	"3,768,389"	"4,580,818"	"4,577,665"	"6,983,928"	"5,964,875"	"4,975,837"	"9,026,002"	"6,225,953"	"6,810,971"	"7,208,242"	"5,733,863"	"6,455,041"
propionylcarnitine	Lipid	Fatty acid metabolism (also BCAA metabolism)	200	32452	LC/MS	1589	218.2	17298-37-2 ;	C03017	HMDB00824	"641,199"	"503,793"	"434,689"	"239,866"	"362,508"	"499,061"	"331,060"	"1,253,687"	"1,012,529"	"1,771,883"	"1,564,887"	"1,543,565"	"911,018"	"1,391,093"	"161,619"	"814,373"	"340,304"	"560,210"	"97,576"	"317,421"	"437,833"	"946,312"	"442,569"	"846,937"	"917,641"	"712,354"	"284,711"	"908,208"	"449,856"	"694,267"
pseudouridine	Nucleotide	"Pyrimidine metabolism, uracil containing"	201	33442	LC/MS	1104	243.1	1445-07-4;	C02067	HMDB00767			"20,699"	"28,993"	"33,316"	"38,108"	"36,105"	"207,904"	"183,042"	"178,093"	"217,777"	"130,801"	"210,681"	"223,902"	"877,145"	"587,322"	"151,534"	"340,069"	"97,042"	"88,587"	"115,355"	"88,338"	"91,694"	"32,610"	"204,966"	"52,961"	"107,496"	"102,032"	"126,598"	"137,311"
putrescine	Amino acid	Polyamine metabolism	50	1408	GC/MS	1705.8	174	110-60-1;	C00134	HMDB01414	"37,303"	"57,600"	"130,073"	"74,121"	"90,883"	"123,704"	"95,711"	"313,658"	"427,965"	"426,159"	"695,551"	"656,951"	"115,439"	"164,391"	"1,010,319"	"2,419,231"	"1,218,406"	"1,167,901"	"180,617"	"218,890"	"295,411"	"646,419"	"292,449"	"505,097"	"1,400,855"	"766,818"	"413,710"	"798,086"	"564,432"	"709,480"
pyridoxate	Cofactors and vitamins	Vitamin B6 metabolism	201	31555	LC/MS	2210	182.1	82-82-6 ;	C00847	HMDB00017	"168,844"	"256,625"	"182,286"	"206,370"	"165,027"	"118,743"	"175,339"		"19,963"						"24,475"	"47,181"		"41,852"	"30,903"	"20,081"		"30,565"	"48,628"	"111,126"		"74,634"	"165,606"	"60,567"		"27,106"
pyruvate	Carbohydrate	"Glycolysis, gluconeogenesis, pyruvate metabolism"	50	599	GC/MS	1130.6	217	127-17-3;	C00022	HMDB00243	"358,119"	"758,301"	"1,482,547"	"1,084,916"	"425,043"	"526,462"	"602,613"		"32,035"	"41,102"	"43,778"	"44,557"	"21,194"	"34,252"	"102,634"	"85,428"	"157,029"	"72,269"	"64,850"	"259,633"	"78,722"	"182,725"	"98,581"	"1,469,074"		"530,103"	"461,467"	"144,371"	"85,625"	"53,304"
ribitol	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	15772	GC/MS	1692.4	217	488-81-3;	C00474	HMDB00508	"470,122"	"700,565"		"812,321"	"505,922"	"616,643"	"587,905"	"131,167"	"157,361"	"243,973"	"134,999"	"165,856"	"136,841"	"161,502"	"64,831"	"112,661"	"115,183"	"56,350"	"136,586"	"165,386"	"168,362"	"303,188"	"217,959"		"190,233"	"234,056"	"181,643"	"210,053"		"92,209"
riboflavin (Vitamin B2)	Cofactors and vitamins	Riboflavin metabolism	200	1827	LC/MS	3111	377.2	83-88-5;	C00255	HMDB00244	"234,174"	"143,175"	"175,108"	"256,874"	"209,091"	"202,501"	"305,924"	"112,317"	"145,096"	"115,528"	"144,497"	"70,486"		"84,298"	"166,857"	"222,852"	"104,483"	"150,741"	"201,693"	"72,407"	"135,731"	"119,317"		"36,535"	"171,362"	"131,195"	"103,142"	"107,352"	"130,612"	"82,573"
